budget,genre,director_popularity,cast_popularity,release_month,marketing_spend,trailer_views,revenue
145.02,Thriller,1.47,1.65,12.0,134.51,15673767.0,817.99
254.03,Drama,3.08,1.39,4.0,87.54,30643764.0,925.99
242.67,Thriller,8.22,2.96,6.0,99.12,191145791.0,1036.05
177.68,Sci-Fi,8.66,9.74,8.0,43.96,123089283.0,748.34
261.14,Drama,5.35,9.81,3.0,131.0,145852022.0,1103.3
65.72,Comedy,4.74,6.89,3.0,82.69,179913854.0,603.38
38.02,Thriller,9.8,8.92,8.0,64.33,170698159.0,559.72
84.58,Romance,2.81,2.93,8.0,81.07,44461968.0,457.32
21.84,Romance,2.94,9.75,8.0,106.09,12553949.0,499.34
161.7,Action,3.63,2.29,1.0,104.87,185100512.0,714.67
281.3,Thriller,2.55,1.91,8.0,54.92,196351990.0,823.39
16.61,Romance,4.41,2.01,8.0,59.02,113901495.0,310.86
41.02,Thriller,9.2,6.16,2.0,85.21,177791981.0,591.99
138.4,Romance,6.54,8.03,12.0,138.81,47131394.0,1070.83
280.49,Drama,4.71,4.3,9.0,112.32,23096702.0,876.36
98.27,Romance,9.41,9.8,7.0,59.78,100463571.0,712.13
154.63,Horror,1.44,4.91,8.0,51.88,162425500.0,560.65
17.26,Thriller,2.89,2.35,2.0,79.5,131276071.0,370.11
48.76,Comedy,6.09,5.19,4.0,130.76,127826713.0,835.77
296.06,Romance,6.54,7.11,7.0,3.28,4474323.0,833.39
289.71,Romance,1.36,8.49,6.0,107.15,64181086.0,1104.64
6.46,Horror,4.63,5.13,7.0,45.59,187959662.0,429.92
285.78,Comedy,6.84,6.34,1.0,32.84,27720434.0,756.47
193.54,Romance,7.28,3.41,8.0,3.8,145546823.0,563.83
261.04,Action,6.74,6.81,7.0,134.7,152102920.0,1220.9
139.15,Comedy,3.89,9.87,4.0,137.01,146833815.0,1138.86
157.1,Horror,1.84,1.44,1.0,11.09,197867694.0,477.96
149.21,Sci-Fi,4.84,8.98,8.0,79.23,82432434.0,690.31
201.72,Drama,2.16,6.06,10.0,24.58,136756485.0,793.54
46.2,Sci-Fi,9.53,3.27,7.0,114.29,39537368.0,611.87
13.84,Drama,5.28,9.59,8.0,100.48,80542273.0,491.4
95.84,Action,3.86,5.35,10.0,45.98,98820560.0,620.93
212.88,Sci-Fi,7.9,3.99,1.0,19.31,43750681.0,593.18
64.55,Thriller,5.48,2.63,5.0,125.02,181455338.0,809.74
203.66,Horror,3.79,3.2,9.0,101.79,143523368.0,757.52
291.12,Romance,8.31,8.5,5.0,3.01,57467796.0,1031.7
32.7,Romance,8.8,6.53,10.0,94.93,27856331.0,670.31
203.42,Horror,7.06,9.22,12.0,121.92,58285598.0,1218.93
135.91,Sci-Fi,1.42,3.09,3.0,89.43,124974091.0,585.43
261.1,Thriller,6.1,2.09,9.0,64.86,165455319.0,806.4
57.26,Thriller,7.87,1.05,9.0,88.42,101130483.0,496.81
209.32,Horror,2.23,5.57,4.0,93.72,21396440.0,933.71
252.24,Romance,3.06,9.98,4.0,96.73,50613658.0,1171.73
283.66,Romance,8.94,7.25,11.0,145.12,69683640.0,1116.73
206.56,Romance,1.18,3.78,8.0,28.44,127591114.0,548.19
151.67,Action,7.77,8.89,7.0,94.22,50082032.0,867.16
187.26,Romance,5.26,8.04,11.0,29.82,47551750.0,611.33
261.33,Romance,5.02,1.14,5.0,33.07,57954172.0,823.09
173.33,Romance,1.06,8.35,6.0,101.05,118913280.0,886.81
13.96,Drama,8.37,3.7,3.0,137.56,99033427.0,557.16
279.63,Romance,4.24,2.35,6.0,25.54,168485555.0,839.18
208.41,Thriller,5.87,3.04,8.0,144.44,139888531.0,884.07
204.57,Action,7.1,5.22,10.0,49.27,133697553.0,942.76
68.62,Horror,7.32,4.82,11.0,59.91,31775362.0,474.8
199.37,Romance,9.6,3.6,9.0,24.74,11990332.0,576.73
121.19,Romance,5.78,2.55,3.0,93.14,102489774.0,596.21
197.11,Action,4.6,7.86,8.0,90.27,15256691.0,729.18
36.44,Sci-Fi,9.58,9.91,12.0,67.46,73439565.0,727.19
199.06,Comedy,6.78,8.0,3.0,72.46,6196357.0,728.81
299.83,Comedy,3.68,3.66,2.0,94.2,36184986.0,867.49
19.22,Horror,2.14,3.2,5.0,88.36,22963206.0,454.93
293.27,Sci-Fi,8.58,2.96,4.0,57.39,160396016.0,1152.08
125.04,Drama,4.26,2.23,5.0,132.85,69879104.0,878.29
261.87,Drama,6.94,5.96,6.0,100.81,16690457.0,1032.66
235.8,Thriller,5.24,6.45,3.0,32.4,53830561.0,685.98
172.27,Horror,2.79,7.35,1.0,49.35,136878809.0,650.29
222.84,Romance,6.42,7.12,4.0,118.61,149381419.0,1241.0
264.16,Thriller,1.55,3.63,6.0,17.47,24853161.0,688.24
124.22,Action,4.72,3.97,2.0,113.03,155934722.0,699.19
101.47,Drama,5.92,7.13,2.0,55.11,74741272.0,514.96
201.94,Sci-Fi,4.92,4.15,1.0,83.65,136197151.0,738.6
243.31,Horror,7.74,2.91,9.0,43.52,134630050.0,748.51
229.87,Romance,8.45,4.37,3.0,148.0,158924951.0,1009.94
240.36,Comedy,7.94,3.45,2.0,136.06,139739373.0,960.06
133.5,Action,1.35,1.79,4.0,139.41,8734803.0,829.54
246.26,Action,2.75,8.47,6.0,29.35,104376741.0,853.38
40.46,Thriller,5.83,8.68,1.0,126.57,34070054.0,620.3
165.62,Drama,9.41,2.98,9.0,81.24,194022943.0,741.67
6.7,Romance,8.51,1.58,9.0,106.76,51911073.0,424.42
100.75,Sci-Fi,8.58,7.65,8.0,34.19,84601363.0,529.11
113.11,Thriller,3.73,2.9,6.0,107.37,40143728.0,636.85
121.87,Romance,4.87,4.54,4.0,137.31,27783238.0,902.29
210.16,Drama,5.24,1.58,2.0,41.59,120584991.0,612.77
119.62,Action,2.42,3.04,8.0,36.54,99142750.0,426.3
137.36,Drama,1.28,8.14,7.0,17.45,75557287.0,562.76
75.08,Horror,9.52,8.24,12.0,41.49,17998385.0,638.62
115.11,Drama,3.17,2.86,4.0,81.3,147455914.0,736.6
72.04,Comedy,3.16,4.02,3.0,125.24,2165403.0,528.42
26.59,Drama,1.75,2.21,6.0,43.26,92074656.0,306.78
183.02,Drama,9.36,1.67,1.0,93.93,126881824.0,748.1
202.12,Romance,6.22,9.93,2.0,72.98,86711456.0,819.39
187.75,Drama,7.0,6.9,7.0,44.71,26115588.0,721.71
141.73,Romance,9.2,5.88,11.0,77.53,155871727.0,722.93
117.04,Horror,4.11,7.89,3.0,26.86,65464847.0,481.34
259.68,Thriller,6.59,8.56,1.0,96.66,27816355.0,891.23
158.13,Sci-Fi,1.35,8.26,2.0,19.12,110502897.0,513.79
146.36,Drama,2.68,1.15,10.0,110.19,4815140.0,733.92
12.56,Sci-Fi,8.48,2.68,10.0,28.3,65488674.0,343.54
105.67,Sci-Fi,7.9,6.89,9.0,149.73,150377832.0,826.31
117.16,Action,4.16,4.38,7.0,123.9,182629555.0,836.8
122.65,Comedy,4.39,9.84,7.0,52.89,118753764.0,726.86
176.15,Sci-Fi,5.8,6.99,10.0,65.08,44304705.0,858.64
162.41,Romance,1.0,9.61,8.0,40.36,44780030.0,561.28
184.33,Drama,3.17,2.81,12.0,115.53,121170461.0,964.38
230.64,Drama,2.87,8.78,12.0,58.35,81945580.0,1001.56
244.83,Romance,3.25,3.89,8.0,113.77,36275595.0,813.53
216.85,Action,8.25,9.91,9.0,4.72,157692011.0,750.41
286.88,Sci-Fi,3.52,2.42,2.0,22.07,40848364.0,634.02
10.38,Thriller,2.72,5.65,8.0,56.02,65006526.0,327.1
62.75,Romance,5.54,8.14,8.0,18.12,13224458.0,338.01
7.23,Thriller,8.79,4.89,5.0,90.97,140573051.0,648.14
196.01,Sci-Fi,3.17,5.21,5.0,9.52,55780308.0,685.66
269.92,Drama,1.71,9.88,4.0,129.24,47340526.0,1304.15
76.83,Drama,4.21,4.83,5.0,114.67,61368299.0,774.43
278.48,Romance,7.73,6.44,2.0,34.01,174951976.0,890.61
22.78,Drama,5.96,1.49,2.0,73.6,104085696.0,372.59
280.66,Comedy,8.35,8.58,5.0,68.87,32419061.0,1169.55
108.73,Sci-Fi,9.64,6.83,11.0,109.28,155121697.0,817.71
34.92,Action,8.13,4.64,3.0,61.42,42482196.0,418.96
148.33,Horror,6.43,1.15,1.0,6.87,83082753.0,425.74
80.75,Thriller,5.44,6.33,9.0,42.51,114047088.0,467.9
89.04,Comedy,1.36,1.11,2.0,71.0,117304140.0,420.4
95.65,Romance,9.86,1.01,12.0,146.22,14737391.0,841.45
241.89,Comedy,4.45,6.54,10.0,132.41,167524094.0,1307.66
164.05,Action,2.37,2.7,2.0,28.85,96406721.0,470.23
96.84,Horror,7.0,2.73,4.0,109.04,197862879.0,884.24
185.05,Drama,3.56,6.88,2.0,140.65,143771039.0,879.56
216.26,Thriller,6.27,1.48,7.0,3.3,198521212.0,694.62
85.42,Thriller,6.28,3.82,12.0,108.7,91241574.0,784.71
127.0,Thriller,5.01,2.34,10.0,69.98,29015500.0,673.07
40.96,Drama,8.53,6.22,1.0,102.67,145734566.0,632.23
58.44,Romance,3.38,6.96,11.0,91.63,155774296.0,568.14
205.93,Comedy,5.04,7.49,2.0,147.73,170714218.0,1006.32
58.52,Sci-Fi,5.84,3.3,11.0,44.74,60988356.0,384.64
159.92,Action,6.97,1.8,5.0,118.35,102626113.0,951.36
214.17,Thriller,8.06,1.71,2.0,36.73,171643609.0,676.33
36.53,Romance,4.55,4.84,9.0,66.47,173082511.0,457.69
172.36,Horror,6.81,9.51,4.0,146.36,6111085.0,1159.35
80.69,Drama,2.36,2.96,9.0,115.39,134512440.0,559.82
289.06,Action,9.39,3.31,11.0,48.74,120735783.0,860.89
147.65,Thriller,4.45,1.91,12.0,93.67,17584218.0,737.19
242.77,Horror,7.57,6.45,1.0,9.35,186097080.0,737.77
167.32,Romance,1.18,7.12,1.0,41.43,89629086.0,565.91
17.81,Drama,2.85,6.79,1.0,108.32,135177284.0,520.27
191.78,Thriller,5.38,8.75,4.0,86.37,176676761.0,1146.0
285.66,Thriller,8.9,5.38,9.0,71.51,26894093.0,864.26
182.48,Drama,5.75,2.21,8.0,104.25,171312786.0,739.0
246.66,Romance,9.37,3.6,7.0,60.97,145136820.0,948.4
265.84,Romance,5.35,6.96,1.0,5.87,168078872.0,729.75
72.28,Sci-Fi,5.41,6.52,3.0,67.27,99472305.0,517.09
67.55,Comedy,2.08,5.78,9.0,135.52,7663486.0,552.86
185.24,Romance,8.22,7.15,9.0,128.78,134432653.0,917.66
126.25,Romance,3.22,6.74,5.0,62.53,75531953.0,718.16
252.76,Drama,9.1,8.93,12.0,5.29,81080751.0,979.49
270.51,Action,9.2,6.27,6.0,96.17,88811178.0,1089.39
109.26,Action,9.49,8.01,11.0,111.7,99089018.0,772.56
74.88,Romance,5.68,3.24,6.0,45.55,132724912.0,489.39
235.26,Horror,7.09,7.1,10.0,72.55,145628360.0,1139.69
86.07,Sci-Fi,8.01,9.12,4.0,148.79,155591615.0,1103.36
247.67,Action,2.18,4.47,1.0,87.3,134649632.0,811.88
130.0,Action,6.41,8.01,5.0,53.96,160892405.0,863.76
201.93,Drama,1.31,7.52,1.0,94.87,25307692.0,737.61
33.18,Horror,5.48,1.54,1.0,28.64,167526716.0,328.65
189.04,Romance,2.39,6.23,11.0,31.49,78068538.0,590.33
138.27,Thriller,2.65,2.17,5.0,138.89,106226558.0,936.27
178.05,Drama,4.29,9.71,5.0,37.4,87322101.0,849.84
54.56,Horror,4.89,8.3,7.0,48.0,95667724.0,511.94
222.38,Horror,6.61,1.99,2.0,82.48,57800109.0,743.35
259.53,Comedy,1.67,2.1,6.0,135.15,34820231.0,980.57
68.94,Sci-Fi,5.53,6.35,2.0,117.65,21874052.0,565.44
33.24,Drama,2.64,4.1,10.0,8.48,90828369.0,297.07
11.97,Comedy,6.17,1.31,5.0,104.57,25926938.0,503.24
194.38,Romance,6.74,5.87,4.0,76.6,49752706.0,946.51
184.09,Drama,6.01,4.49,11.0,72.38,27589561.0,656.9
166.28,Romance,7.64,1.91,10.0,104.35,22715125.0,857.22
73.42,Romance,4.02,8.22,5.0,31.04,176609768.0,639.45
120.32,Romance,7.89,9.24,2.0,147.26,135131165.0,882.23
180.37,Horror,4.89,7.81,8.0,97.51,184828063.0,824.07
151.55,Comedy,5.36,8.4,8.0,56.12,129158419.0,666.55
296.4,Romance,6.83,2.95,6.0,90.83,168946254.0,1089.78
45.25,Thriller,1.17,3.37,3.0,34.04,111504419.0,276.1
210.07,Romance,6.89,2.88,4.0,95.81,93063380.0,1000.75
124.27,Sci-Fi,6.57,7.89,1.0,6.18,106167003.0,500.38
131.32,Romance,3.79,9.53,9.0,52.49,64724873.0,577.66
216.69,Drama,1.77,7.45,10.0,112.63,131936506.0,1122.53
209.27,Thriller,1.82,8.93,5.0,121.58,179537805.0,1188.13
297.42,Romance,9.31,6.75,8.0,39.43,156688336.0,934.71
42.88,Thriller,7.2,4.49,3.0,81.83,92938002.0,493.4
35.71,Thriller,2.14,4.83,4.0,80.22,190829898.0,633.0
218.68,Romance,4.21,1.68,4.0,64.38,197099196.0,947.41
175.62,Romance,6.33,1.28,8.0,35.81,99127021.0,540.33
85.88,Action,8.52,7.26,12.0,106.08,173063328.0,942.51
28.43,Horror,1.39,4.95,9.0,39.35,1949281.0,263.18
30.27,Horror,3.13,5.97,3.0,136.83,14264463.0,522.99
268.79,Comedy,9.01,6.02,7.0,80.22,5455492.0,965.13
61.6,Sci-Fi,1.08,3.5,9.0,130.83,154859436.0,547.5
100.39,Action,2.81,5.28,2.0,45.03,16876043.0,416.01
71.86,Romance,9.63,5.24,4.0,121.45,4393059.0,792.47
109.72,Comedy,6.52,4.5,3.0,18.82,30336336.0,402.35
25.48,Action,3.36,8.39,8.0,115.49,61952663.0,546.33
158.12,Sci-Fi,1.6,5.06,4.0,59.27,93475436.0,736.5
24.95,Comedy,1.25,6.43,9.0,71.56,14015254.0,340.32
241.11,Action,3.2,9.06,1.0,26.69,100297464.0,720.31
73.95,Drama,8.93,8.8,1.0,4.76,50364231.0,405.75
164.3,Drama,4.74,9.01,4.0,100.6,55599928.0,978.14
264.62,Thriller,7.48,3.43,3.0,88.98,164558548.0,885.17
197.01,Romance,9.26,1.31,3.0,94.12,197397792.0,778.5
162.22,Comedy,4.67,3.35,10.0,39.74,93308942.0,701.92
100.68,Horror,2.72,3.51,12.0,37.41,65032368.0,509.12
103.24,Comedy,5.65,9.18,2.0,124.88,186358187.0,792.84
202.5,Comedy,9.17,6.84,10.0,114.67,100589241.0,1159.56
298.27,Horror,8.24,1.74,10.0,51.84,146340361.0,1122.19
200.24,Romance,1.59,2.22,2.0,96.4,83334266.0,665.61
169.55,Romance,7.23,2.4,8.0,124.57,41307167.0,771.29
220.54,Romance,6.15,6.67,1.0,133.55,131322137.0,966.3
142.24,Comedy,9.17,7.62,8.0,2.86,133303687.0,529.91
22.74,Comedy,2.1,8.74,10.0,122.39,92576586.0,749.73
170.88,Comedy,5.81,9.47,3.0,53.86,54719977.0,668.95
287.5,Sci-Fi,8.92,2.82,2.0,108.32,166530885.0,979.81
56.71,Sci-Fi,4.69,3.79,9.0,56.97,55788307.0,378.27
208.55,Sci-Fi,5.34,3.16,5.0,91.72,132145773.0,1023.18
64.28,Sci-Fi,1.63,4.23,5.0,97.72,77413139.0,635.54
163.07,Romance,3.5,9.23,6.0,61.94,95023655.0,787.62
33.52,Sci-Fi,3.92,6.18,4.0,77.89,43069130.0,536.65
137.86,Thriller,9.51,7.64,7.0,109.49,130246509.0,950.97
228.07,Sci-Fi,3.54,5.41,7.0,72.49,45939341.0,820.33
107.53,Horror,5.15,1.26,11.0,4.07,97657095.0,345.11
201.15,Thriller,7.04,1.58,9.0,3.91,66363419.0,503.35
239.66,Comedy,2.46,5.84,6.0,99.87,192757541.0,1015.56
278.52,Horror,5.38,7.47,1.0,127.39,196461998.0,1111.76
74.22,Thriller,7.65,2.94,9.0,118.22,150944770.0,644.89
122.8,Action,8.8,7.5,12.0,47.94,196799581.0,882.84
49.96,Sci-Fi,6.64,8.3,10.0,71.73,23596578.0,642.16
297.78,Drama,7.02,4.71,9.0,36.66,198472606.0,852.81
278.47,Thriller,2.14,7.72,5.0,148.39,21607627.0,1312.85
164.29,Sci-Fi,9.51,4.64,7.0,40.55,83674903.0,733.5
253.4,Sci-Fi,2.19,7.11,1.0,63.61,48550566.0,737.95
158.68,Comedy,7.97,7.88,4.0,102.81,190815347.0,1126.78
188.96,Sci-Fi,3.38,9.93,12.0,131.65,127522197.0,1227.25
31.29,Comedy,9.4,4.11,10.0,9.62,119828379.0,445.48
227.8,Thriller,7.48,4.7,4.0,46.55,199490262.0,1012.09
42.68,Comedy,7.78,2.49,5.0,86.21,122872795.0,622.14
248.69,Action,2.97,2.84,6.0,93.51,129585816.0,932.04
235.7,Romance,4.99,7.24,4.0,12.36,9910086.0,820.94
214.08,Horror,6.56,9.25,6.0,100.28,171951070.0,1102.1
15.67,Drama,7.93,4.55,10.0,80.15,194047797.0,649.57
94.42,Drama,1.94,2.62,7.0,124.49,192101919.0,747.75
82.62,Thriller,9.66,3.57,3.0,34.88,45000016.0,382.48
111.24,Comedy,9.01,5.1,9.0,30.86,45957153.0,475.64
30.85,Thriller,3.43,3.62,8.0,119.41,73843378.0,493.62
281.4,Sci-Fi,8.4,3.1,1.0,106.17,62731804.0,930.38
168.37,Drama,5.66,7.62,2.0,119.17,61817315.0,786.63
95.13,Horror,5.16,1.07,2.0,117.73,121438127.0,604.02
122.11,Comedy,3.83,5.85,10.0,17.39,161315993.0,617.85
136.92,Comedy,6.23,8.14,9.0,43.23,187416864.0,671.79
182.18,Comedy,7.57,3.4,12.0,40.49,14504235.0,734.3
157.13,Comedy,4.7,6.43,9.0,140.32,56317717.0,790.82
276.22,Thriller,6.66,7.02,9.0,74.15,51747741.0,869.43
151.6,Thriller,7.29,6.9,1.0,18.44,72130493.0,550.93
297.69,Thriller,7.4,5.01,7.0,44.86,85442518.0,997.27
256.17,Drama,1.47,4.12,12.0,131.04,78445123.0,1177.74
66.51,Action,8.74,8.52,11.0,127.37,190477295.0,752.93
279.53,Thriller,5.12,7.83,3.0,135.25,87988682.0,1026.01
39.33,Drama,3.36,3.89,11.0,59.5,110766922.0,347.94
246.15,Horror,3.18,1.93,9.0,96.92,149978023.0,810.48
117.28,Drama,5.35,1.65,8.0,43.17,145291875.0,472.56
264.0,Comedy,8.98,1.85,3.0,28.76,117009949.0,729.86
261.08,Horror,4.41,6.25,1.0,5.24,172305573.0,706.74
242.75,Horror,7.75,1.46,9.0,35.07,125212080.0,677.13
238.06,Drama,1.87,4.03,10.0,91.45,175077011.0,1049.67
94.88,Sci-Fi,5.28,7.78,1.0,135.82,61250384.0,729.51
28.87,Action,9.93,3.65,3.0,21.75,27272712.0,283.16
123.88,Romance,7.93,7.87,6.0,137.87,164084571.0,980.69
56.19,Drama,2.89,7.71,6.0,53.12,77121064.0,513.54
210.01,Sci-Fi,5.51,3.21,11.0,65.17,130565830.0,683.89
107.1,Action,3.1,7.56,10.0,56.02,147724928.0,751.68
292.81,Horror,4.69,7.73,4.0,62.47,66015385.0,1136.31
194.09,Sci-Fi,8.02,4.58,2.0,40.36,101527514.0,653.63
247.63,Romance,7.94,2.89,10.0,105.39,179090377.0,1175.93
44.09,Drama,3.05,5.69,6.0,114.21,176078854.0,679.17
259.29,Comedy,9.3,9.29,10.0,123.82,150122058.0,1462.21
277.21,Thriller,6.33,6.76,5.0,52.51,152785167.0,1130.51
148.68,Horror,4.42,2.56,6.0,115.16,179639205.0,856.0
183.84,Romance,5.52,7.14,7.0,96.38,147530145.0,939.94
230.62,Romance,6.45,4.84,11.0,143.77,68577487.0,939.22
56.58,Comedy,6.04,6.32,9.0,64.87,25035753.0,424.32
153.26,Horror,5.38,7.61,12.0,148.86,84954936.0,1110.18
122.61,Drama,5.54,5.63,12.0,111.58,18381340.0,849.43
48.18,Sci-Fi,2.59,8.33,7.0,116.89,24038385.0,628.58
113.42,Thriller,8.31,7.5,4.0,5.8,190084246.0,711.52
25.11,Horror,5.88,6.54,10.0,75.61,135501505.0,607.8
12.61,Thriller,2.18,2.36,5.0,80.19,170470131.0,501.78
44.87,Drama,7.9,8.52,6.0,8.01,128936939.0,474.77
289.12,Sci-Fi,9.39,9.42,9.0,48.2,84289466.0,941.63
167.11,Romance,9.53,2.23,5.0,143.44,6006598.0,1026.63
289.92,Thriller,4.32,5.39,5.0,65.06,191211570.0,1218.95
132.59,Horror,2.22,3.33,7.0,29.63,15115562.0,479.34
96.99,Thriller,5.67,7.79,2.0,77.97,122422450.0,618.92
154.31,Action,2.01,7.49,3.0,7.0,21338439.0,443.32
134.66,Romance,9.41,2.27,12.0,78.37,57545388.0,770.82
36.17,Sci-Fi,2.65,8.89,2.0,89.95,37977674.0,459.02
194.04,Sci-Fi,3.27,2.63,10.0,54.94,111189666.0,796.48
68.73,Romance,4.66,8.18,10.0,114.86,177527994.0,891.02
187.78,Sci-Fi,4.45,5.11,12.0,22.09,127488839.0,757.1
196.81,Horror,8.15,3.95,2.0,131.97,133173416.0,891.61
49.85,Comedy,5.11,2.42,3.0,143.41,181877368.0,605.51
23.1,Horror,2.54,2.51,6.0,2.18,150135620.0,216.31
235.32,Comedy,3.4,6.96,5.0,126.72,173325211.0,1233.49
140.64,Horror,5.58,5.95,11.0,76.9,83862026.0,616.0
22.16,Comedy,2.33,2.1,5.0,70.29,173205911.0,472.56
298.49,Action,6.5,2.01,2.0,37.32,129526416.0,793.48
22.05,Comedy,6.09,1.65,2.0,68.2,27985949.0,342.27
210.04,Horror,7.43,7.69,12.0,142.66,8703789.0,1183.49
295.19,Thriller,9.44,7.41,1.0,33.2,49562848.0,859.36
75.56,Thriller,9.21,1.53,3.0,28.5,76291580.0,357.09
46.96,Romance,9.51,6.04,12.0,37.8,167676005.0,630.54
40.81,Drama,3.2,1.76,12.0,83.67,148507667.0,560.92
94.47,Sci-Fi,2.18,9.13,11.0,139.68,191119770.0,804.28
34.81,Thriller,3.72,9.16,7.0,86.93,112275785.0,648.49
209.19,Romance,9.06,7.28,11.0,38.04,149800589.0,776.86
23.38,Drama,9.75,9.34,5.0,67.19,55781394.0,653.68
155.28,Horror,8.73,8.3,7.0,59.78,136236001.0,818.26
299.03,Action,1.99,8.46,9.0,8.89,141524089.0,783.96
245.12,Thriller,9.53,6.13,6.0,77.57,169834650.0,1067.6
186.49,Drama,4.81,3.75,2.0,20.65,107744299.0,530.99
95.34,Thriller,1.08,2.96,1.0,126.65,130152024.0,612.58
189.05,Action,4.98,3.94,1.0,83.25,41406713.0,662.32
160.48,Action,1.41,6.66,10.0,127.0,147615059.0,1022.71
130.69,Thriller,5.89,2.55,9.0,143.49,167843933.0,772.74
43.56,Sci-Fi,4.05,3.33,6.0,141.59,119153811.0,660.12
266.55,Drama,5.26,5.21,6.0,16.86,24019218.0,745.23
137.69,Romance,6.52,3.1,4.0,141.83,63258614.0,972.32
62.41,Thriller,8.82,6.3,12.0,119.77,95627416.0,866.7
113.49,Drama,6.96,9.31,2.0,117.09,135755316.0,782.6
127.17,Romance,4.91,7.73,10.0,15.34,64745094.0,634.32
249.12,Thriller,8.37,7.0,3.0,28.57,168217919.0,821.98
221.42,Action,9.15,6.24,3.0,146.32,74986168.0,992.38
231.94,Action,2.08,5.39,8.0,33.58,9524433.0,585.29
8.25,Sci-Fi,5.79,2.68,6.0,27.02,159004889.0,325.49
127.77,Action,3.56,9.05,7.0,55.63,129200411.0,706.94
147.0,Action,1.42,3.24,9.0,137.18,160589342.0,719.29
10.66,Comedy,7.02,1.82,1.0,72.48,70429073.0,351.3
81.64,Thriller,8.76,7.75,2.0,138.25,4508408.0,717.95
229.29,Action,2.47,2.58,9.0,51.48,15676832.0,588.45
45.45,Comedy,8.31,4.35,5.0,35.53,23248355.0,456.78
162.92,Thriller,8.68,1.25,4.0,75.29,161224368.0,904.3
68.48,Comedy,9.23,2.23,1.0,93.09,60985516.0,531.68
8.58,Horror,3.39,2.56,9.0,59.94,199581803.0,344.42
76.15,Horror,9.14,1.49,11.0,53.21,151919291.0,471.66
292.88,Romance,3.89,6.91,9.0,34.27,120629836.0,802.86
241.45,Romance,5.97,8.53,4.0,42.7,196740263.0,1109.17
288.08,Action,1.45,4.36,9.0,101.62,63945528.0,862.11
148.92,Action,1.39,8.87,10.0,56.74,33957498.0,740.98
37.37,Thriller,7.48,2.92,1.0,13.8,147717321.0,309.24
166.65,Action,5.0,3.93,5.0,22.45,56338592.0,619.82
139.04,Horror,3.31,2.36,1.0,57.11,192246349.0,545.48
254.09,Romance,2.71,6.59,4.0,138.83,197625793.0,1348.88
33.93,Thriller,7.03,4.78,12.0,58.1,185354475.0,612.07
149.03,Action,1.0,6.52,5.0,10.98,189007591.0,687.29
49.26,Horror,8.25,7.86,11.0,63.86,123515309.0,535.55
100.78,Romance,1.71,5.91,3.0,100.99,138731611.0,608.87
222.52,Drama,2.72,6.65,2.0,89.85,19754985.0,777.75
145.43,Action,4.48,9.42,6.0,43.26,152846982.0,748.36
115.89,Comedy,5.36,3.69,11.0,103.84,41210609.0,586.71
121.37,Sci-Fi,4.19,4.23,3.0,95.33,168224886.0,650.68
140.54,Romance,3.89,7.46,10.0,27.48,192344832.0,760.88
236.58,Sci-Fi,9.68,6.5,1.0,26.0,43263148.0,716.32
268.16,Horror,6.77,2.61,11.0,82.98,16528192.0,776.0
286.82,Action,1.21,4.39,5.0,99.6,97294138.0,1140.02
237.14,Sci-Fi,4.87,5.21,2.0,144.36,158518325.0,972.15
98.05,Horror,8.88,4.77,2.0,64.45,154357394.0,564.85
208.0,Comedy,3.71,2.6,4.0,115.21,139666883.0,1010.69
134.09,Romance,1.85,9.32,4.0,19.25,164318502.0,701.19
80.13,Comedy,7.83,7.86,4.0,133.66,35822682.0,936.26
253.06,Thriller,6.45,5.33,7.0,95.7,130735614.0,1042.32
16.34,Horror,6.13,7.12,1.0,95.1,121530184.0,507.51
271.02,Drama,1.48,9.08,8.0,23.08,31532913.0,692.78
141.14,Horror,2.26,2.23,12.0,7.86,83470987.0,507.72
192.97,Sci-Fi,6.6,3.25,10.0,105.81,170653414.0,1055.33
199.51,Comedy,2.87,5.88,9.0,19.32,194388559.0,618.44
269.06,Drama,5.54,8.19,10.0,20.79,133420605.0,1009.42
192.82,Thriller,5.9,1.33,6.0,29.75,184466267.0,656.09
186.11,Sci-Fi,3.55,9.86,4.0,16.47,27277797.0,772.7
24.66,Action,9.54,5.09,6.0,94.56,195037045.0,689.6
157.93,Sci-Fi,8.58,4.23,10.0,64.46,7667793.0,790.85
49.3,Thriller,7.5,3.63,7.0,41.38,105924595.0,456.44
222.54,Sci-Fi,1.7,2.57,6.0,67.23,58910658.0,764.66
156.11,Horror,1.96,8.12,11.0,126.93,162967912.0,830.01
205.67,Action,5.44,9.6,1.0,139.21,44291183.0,933.63
17.29,Horror,2.45,4.72,5.0,74.15,3294477.0,424.43
30.01,Thriller,9.8,9.57,8.0,85.88,83507282.0,591.79
216.32,Drama,2.43,8.41,8.0,40.07,13757492.0,652.07
26.26,Romance,5.39,5.33,12.0,78.01,58728421.0,540.4
26.02,Horror,4.28,7.07,10.0,112.72,129105791.0,737.0
8.57,Horror,6.75,4.91,9.0,74.84,59645932.0,376.91
287.17,Comedy,2.16,6.03,4.0,46.71,49912852.0,997.15
222.56,Comedy,4.87,1.52,10.0,88.14,31943637.0,913.36
109.21,Comedy,3.47,7.27,6.0,142.11,27899283.0,842.78
92.48,Romance,8.99,1.48,7.0,133.42,105645617.0,774.29
108.16,Horror,1.37,8.35,5.0,115.85,136619898.0,916.53
